0,0,2,1,1,1,1,0
2,2,0,0,0,1,4,4
27163,20317,6517,7265,3327,7189,89386,16776271
11416,27314,30532,17450,4756,6381,16748463,16772596
14008,16752199,25505,18733,6428,3309,16774781,26396
15696,15222,8772,11363,10585,1737,50287,72155
13198,16750247,10260,11057,4459,1846,16773704,16754430
24422,17587,30842,14696,8244,3625,16754580,16760989
25912,16747741,2366,21619,7076,2596,13037,16764338
15654,13462,10696,20095,3617,2390,65967,26194
6828,4601,1835,2918,2136,1556,91825,9268
16767129,16759883,4936,16747407,15327,6017,16764151,74804
80537,15722,78126,20167,6089,1087,16744948,16769343
17878,10413,19661,25394,12951,1511,32514,16763457
16748017,17484,11900,18922,3956,2405,16758514,63722
9337,27996,16767959,12288,6726,7674,29591,14783
16747727,84055,24498,18054,4696,1199,16752017,26237
40746,16076,29803,15413,14257,3472,16772442,16747721
11558,21377,16748628,9258,7300,2235,16750796,91168
30771,17229,12450,20518,9404,1702,19809,42917
22872,17188,6850,11997,14682,3021,16768345,16755833
27105,16764707,19980,9367,7386,1969,16754751,16756843
3031,18929,15917,12794,9684,4302,14066,30631
16760110,16750413,25379,19911,12745,1615,22277,16749434
2054,3550,2921,573,231,16777138,133711,13169
10406,7856,19060,17039,16869,2578,75446,26632
6923,17607,16746099,13972,14131,6602,27843,98491
14382,16752373,21746,19805,4701,4430,16374,16755370
16760492,16747295,16749901,10701,8406,3910,25085,16772627
12674,4779,8823,4697,2185,2132,16774593,16128
10576,26376,20749,15034,9384,1805,16775063,161461
6334,16748708,31480,16586,15606,1640,68965,16754624
21581,16747143,16749510,23132,5679,3119,74685,16753834
7656,7691,2290,4218,896,228,94621,9785
15892,22353,16752857,8383,9528,2569,47386,32607
79977,9329,32000,16750336,4177,3518,16774900,79401
4648,16750080,17990,26258,14122,2115,16767184,16767321
13342,18563,16749306,14302,3038,2576,33779,54394
29869,16754484,18993,15948,2784,6757,16758588,46299
1535,30668,12473,9631,7442,2100,16748100,16748419
16746732,9656,26411,20699,5642,1981,17282,16773459
6193,16747415,16748860,19591,3560,1964,21775,84893
69498,17939,28170,6690,10298,2081,29624,16755171
7933,16762203,16745191,12219,5811,1260,66863,16760845
17548,25544,16749040,9914,5738,9969,16764851,16768185
9635,16754527,16761217,11279,5826,3572,23176,41030
16770926,24591,29233,14754,12065,4191,79500,43687
713,5710,2880,3869,1860,1023,49949,17760
27537,3659,29410,14779,13513,1256,29802,16751641
27535,18485,71474,14157,5092,693,16763518,17400
2755,16745497,11191,23687,6954,3585,153933,47870
17672,16775587,16083,17467,9147,1155,77792,16766319
19130,19747,26959,26294,3544,1336,16744770,16766123
14224,82961,16343,11302,12642,1066,82907,16770430
20020,14661,16751815,15260,9516,3379,16763526,109640
