1,1,1,3,1,1,2,3
1,0,3,1,1,1,8,0
16754641,5858,12742,2008,2230,9967,133091,49602
12549,70261,26585,25459,9759,3259,29948,16773734
20364,16765387,27324,15280,12791,3098,22321,16771949
7529,2019,5584,2486,2773,1847,50672,18481
78468,31412,16651,25402,2778,1575,16758493,16773926
6165,21674,9183,13562,4804,2133,16771929,70575
16305,21883,17843,16747409,9951,1072,4304,74080
17814,30321,30038,15073,11821,13986,23620,27425
138275,15909,29323,20862,7953,2315,29511,16768798
9299,22185,17482,16489,13171,7465,10513,23021
23347,31847,16750945,18204,9298,2249,16766080,16775218
12801,14352,66924,21676,2216,2318,25935,71421
9451,16756878,16751741,22444,2875,10355,154072,83382
30289,12452,16748734,24501,7351,5178,136883,16762226
16752337,4814,3111,9717,3585,3420,7882,26310
16753939,25017,20670,25427,5053,6118,16762526,30124
16943,13228,16748274,23200,12850,1098,87642,22824
23170,16749058,25304,9412,10351,2546,16764369,16299
66486,7799,21507,32299,7918,3249,16774085,155725
32266,21748,7622,14134,1149,1012,16768461,16768155
8729,3767,1439,4857,1401,441,140713,26970
16748465,12781,17766,13906,6087,2644,89331,16749737
5173,3916,2545,5251,2995,158,80417,16759811
23313,16759171,16744594,16661,5923,3105,20955,16748617
16745387,16763340,10692,11036,9184,3457,192114,88253
16748237,9483,29731,10640,3640,1472,64689,16755988
31889,16767197,32247,13184,5594,3589,32575,16752152
28501,13414,13646,14881,6793,1240,16761322,16755308
16750206,17378,16747237,15662,11212,4889,146606,16764084
14487,17236,11455,16749318,7920,2374,1801749,76793
16746086,10449,30555,12044,6952,3309,16744994,16756907
24401,6237,12088,6827,3989,1209,49660,24306
16746039,16757908,30893,24625,11006,3175,91172,16771719
83403,18661,10359,17395,13457,1749,70580,52469
31110,3330,29330,29501,4896,7568,1268335,22667
16751321,19756,22245,11114,8278,3411,6323,20700
16774668,16749699,16752267,10939,5623,1981,16762241,45030
16759939,30479,6646,16316,4953,1356,665675,135527
7354,12801,5523,4441,2560,831,4783,22506
7467,31361,16755969,15594,5950,5877,44914,89910
18297,11227,28256,16755966,3803,6049,65874,35418
29446,16753603,16748197,13949,5923,3568,17874,16775295
16754018,12895,27123,16034,7700,1970,247130,90512
16797,23775,17370,18605,6235,5288,16748096,26116
24141,18604,13367,14894,12201,3945,16747533,25573
21049,16758146,28016,16424,12419,2204,6925,204367
16764714,25263,11515,15421,9998,9837,217928,87682
29426,16756404,26727,21057,6243,2941,16768579,16773162
73840,14826,15780,12860,6093,3361,16745155,42128
16761687,18353,16798,17152,8030,1682,79053,49250
24636,16261,11732,14468,5059,6300,81617,16749061
14549,32245,25282,12156,3032,4138,25381,16757458
16773529,27662,16746242,25147,4859,2081,16755814,27130
15610,21478,7311,11865,8106,2727,16758865,71777
13239,16766846,16747502,13387,5166,1699,16762310,86542
16745095,26354,27283,16680,3925,3373,523331,20667
16770342,9048,16765981,31254,11159,2174,70519,16765386
9447,9319,18997,20467,7032,2744,16753904,14297
8707,18192,12208,24633,24810,2289,825798,20867
18546,6713,24205,18912,3927,3824,299188,16768908
32524,20720,16769237,17687,5393,2544,644597,86863
16764063,11610,12534,20745,12017,6661,28968,17798
31831,16745257,32168,13143,6592,1737,30465,16772486
6134,16761687,16871,22661,6848,1407,42865,68967
2589,2419,470,1480,1034,16777149,16757599,7891
17952,20443,10991,11884,3044,4027,70705,66884
16762351,26293,16763300,15660,6198,2633,39582,11932
2097,19478,15806,28702,8548,2715,225332,172336
9985,4203,11902,5921,975,509,16767821,13272
16764074,16759585,29102,9356,3968,2441,16758413,41816
16768189,28400,23792,16215,12053,3347,16771331,132798
12524,22601,55850,21088,4914,12516,426846,34602
16747814,79482,16760715,10285,9391,10642,110382,24551
16745461,16745992,19411,24882,8334,3119,26794,31998
21984,16774326,12850,18897,6043,1431,599108,94523
16765310,16750155,26807,18402,6525,1952,16748398,87338
10302,31081,17651,24712,11472,8598,71651,16751702
16766171,10341,6335,14718,6842,2581,798209,32785
7778,15968,12395,19089,14355,2944,442088,16773849
6809,3407,4117,3849,647,422,16776231,30318
16756260,9585,31407,15151,4561,3431,16750241,46981
16751491,16766031,20623,26262,15157,2133,413788,173633
7483,2207,4681,3855,2316,1134,74017,77512
16747908,31376,16765241,11927,7946,2214,115414,16753555
13829,13902,6000,3599,2770,587,49245,21049
19015,16751478,16750331,15093,12632,3635,16763867,10670
10651,29205,23520,16747463,12426,3741,16185,71429
32480,22742,16757221,19183,3559,4871,33556,65875
8505,27053,29331,11722,9230,3826,597011,16772135
62466,11961,6480,17906,9075,4342,351162,69792
7254,94894,11139,13872,6678,8353,146810,42304
71859,26931,16986,32025,10630,2022,512356,16758056
17580,17408,19174,18296,1924,3206,16764027,16776506
9442,1596,17450,2794,3223,943,61566,23974
16751486,27337,16587,21640,6322,2618,11006,160089
10898,20687,16299,14483,10162,3060,28170,16767657
16755877,10394,16768564,8071,5260,3666,16750196,49119
16214,18831,5337,13581,8287,3393,81442,49224
13527,31102,20966,21428,2016,1171,1408264,74774
8811,6426,2520,1729,757,1306,16775985,16752645
16748723,20659,32023,16750443,10241,5077,31049,16750401
2238,8752,2794,2444,2598,901,16756366,15703
23800,11501,16757789,16745291,10256,2024,214504,154018
16755131,29888,27763,14214,5136,2134,49244,28005
21603,15064,20253,16540,4486,2166,75443,94218
5139,2370,3481,2158,1998,816,16754874,15457
25726,8908,16067,8754,9060,3701,95834,64474
