87,51,39,31,5,8,525,16777164
0,0,0,0,0,1,0,1
0,0,1,0,0,0,3,0
1,1,2,0,1,1,25,2
31,26,15,33,20,1246,1070,42
936,1626,1150,791,960,162122,8410,1826
4406,3139,2350,1762,690,16765687,159972,16756960
92052,29793,29784,6855,1570,287584,1576633,202548
22051,16755843,10501,8675,1335,289046,1118923,21738
4576,18888,5074,2482,870,78743,1509219,31797
27009,16385,15265,10490,2369,275415,1413463,16760619
5871,6430,5292,2072,16777197,73204,111150,8414
15815,1946,6904,2352,785,70046,643296,10722
1085,12526,5955,1579,408,66029,643704,16754184
16759916,32500,16774141,13782,2533,230419,1422440,16750003
9633,10210,5738,3312,142,71583,1579040,16751766
16746378,20739,17074,9391,3338,187643,1914575,52173
16753544,19777,12392,12610,3397,185875,787534,114105
16754511,16768083,15093,21968,1655,281122,864735,16767632
6967,9399,7142,725,293,16775714,132065,16762251
269173,16752703,26516,72594,16186,1011253,1070747,303468
109519,16756908,16745732,12590,8302,992384,1563130,977076
16756495,26707,8651,22740,1567,187407,2575692,40976
25150,23950,9119,11971,3565,228115,1858597,111004
91595,25061,20047,6780,3160,181764,1354264,148647
29340,16775929,8731,8459,4179,168349,1889867,72183
13525,8501,4568,1391,362,16769004,172069,30701
149623,58772,16756907,16748150,12343,915306,1306422,1139322
9045,8544,8323,1475,156,16772393,124374,69170
6518,7411,2870,1587,516,16769733,198745,29183
256,3102,712,440,16777104,13757,6412,13802
6285,8682,9481,1470,136,16767928,230520,12856
9341,16987,20382,8147,1777,212844,946010,36961
8106,19570,7900,4770,1173,215048,463439,228377
16746251,72751,4316,8389,4832,205649,1098522,96527
24882,22772,11374,6092,1659,206159,804402,208327
16768695,25918,24644,17202,6131,806026,1971239,198394
766,578,228,79,16777095,12841,74142,6468
7039,801,2529,711,452,16761961,260593,17302
5126,18504,7542,10784,2726,120553,464114,16763971
28813,17223,10509,10423,1744,121527,559571,73261
21790,16935,7746,5882,1468,124841,499762,30358
5365,1648,2697,386,257,16758089,354529,17072
17446,9730,2663,1731,1808,118262,92136,66454
15527,25648,2947,1875,2076,110195,336815,16748525
888,689,177,421,78,10584,30181,19595
16746509,9748,19708,4325,1491,126128,2487369,46357
3305,5117,8511,2753,2082,104194,779019,16756230
23371,13476,5741,4127,1519,101199,542127,89628
23987,1592,5609,3069,2300,113853,130166,26093
6336,1162,4356,735,336,16753074,92663,6496
80992,16751991,12671,8435,4682,685267,933967,151340
7435,1952,10611,3576,1856,153788,897578,26936
16761253,16683,11977,8422,10255,607177,357034,127421
2589,2498,1472,16777176,383,16752055,16755626,32220
4155,19862,15732,8247,9580,499309,928749,29080
16773583,28507,9699,22519,6402,609340,1159209,16753070
52153,10780,6448,10152,8961,600346,1904777,810969
12690,15823,3899,2092,2016,147638,829834,8819
71774,80003,4585,21682,14203,499162,581571,45396
26345,19224,21181,7884,5436,544863,1256448,139291
1437,1828,1059,1519,642,140508,16767276,21251
5446,5891,6298,4077,953,136097,59606,16765460
6563,6611,2102,1219,2359,136079,16776270,10534
8096,18015,14767,14118,4939,533888,293985,80114
3770,20953,9517,13334,7980,438512,176960,16774263
5534,22351,16916,9101,4195,436916,1655436,111543
28026,16753495,17653,12545,3730,452750,1775668,164602
12033,15963,18258,13872,5155,530124,140805,141532
15134,8486,14476,7535,6930,535135,633333,98106
11232,2694,6777,5625,7445,545439,8157,16749405
12568,6966,11201,13119,10511,388846,37574,68737
23970,12321,11030,11205,5030,459619,773478,16745844
15920,28777,16368,11165,17772,386102,133200,144374
