0,1,1,1,2,1,4,2
0,0,2,1,0,1,6,3
151549,88838,16750556,16760122,16750439,16770896,927227,790104
6234,7913,3732,11520,5811,46486,24313,16749728
14696,8118,3680,6908,4682,91787,5796,19445
5465,9633,6912,5326,7189,52303,78256,25821
2234,3341,11036,11367,6856,95193,27248,24798
17674,12275,6943,16460,6519,35021,16776294,8203
10526,9279,10513,9551,3894,97495,16775909,16771970
8060,6671,18737,9097,2830,37744,13306,7643
14842,6363,7354,11589,2813,41301,16753735,68691
13063,18611,10596,11511,6248,94151,70973,25003
1514,848,3483,2506,1163,26176,38480,12843
3048,26808,20954,6978,4596,94714,38052,16754814
2949,14283,13482,16561,8751,37230,18308,11839
10095,7082,12725,8094,5063,85124,15213,20149
22573,19504,10103,5979,4936,35690,6858,16751517
16762637,5922,11353,6279,4271,94990,23141,20234
9325,9922,13597,7648,8975,92010,7621,17939
3107,19552,13231,4558,6751,42162,31588,16763762
16949,18377,7950,7525,5082,95395,21815,16752339
12313,19986,8578,9145,9092,97868,5141,16748565
10072,16749338,3968,15899,6442,96773,11110,22010
16748015,10608,8406,9597,6617,81329,16704,19317
6214,3839,2719,8300,4619,81605,8113,16152
26095,28875,11241,12126,3031,91606,16765023,139523
7136,9298,8403,3647,4231,93812,12617,18040
10472,4974,11689,15668,7115,95932,15194,20236
22776,4007,11341,9469,8173,88640,10533,6613
8738,5828,16710,9729,3432,83418,6772,12731
3565,23249,4044,14150,3714,93938,6752,31514
7713,3321,17292,5452,4187,85929,25254,22300
5254,16746293,18438,9072,8961,94942,5578,24652
1168,24234,13891,6356,2768,85363,5389,15278
4572,13444,5027,4581,5096,76263,17679,31360
7111,5436,8964,10938,6772,78739,9730,17896
1093,12813,19244,17470,4634,71620,16772381,16758709
17500,5757,19140,22535,5625,75601,11324,16459
25445,5228,11870,6367,4203,76354,16759495,26671
4476,12216,7647,9230,3729,16770154,10223,19173
10477,8362,24710,5059,6929,88632,25612,28050
4692,8594,16462,8994,6983,80655,12194,5076
6109,9583,29151,10757,8444,77907,23325,16488
7235,11971,16486,10594,6161,83700,6196,12511
3073,14841,9203,6895,4531,75199,16128,12714
4492,6221,2672,1753,984,19933,16755608,10856
2487,11589,11221,14365,9216,16771130,8893,16747694
5728,15913,5597,7064,5833,84821,6329,27952
